Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,2,6
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,1,9
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,2,39
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,1,5
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,2,8
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,2,48
436147,434957,2,15/08/2019,3,1,1,1,11,2,3,2,57
435904,425850,2,01/01/2019,3,1,1,1,1,1,3,1,54
423194,438111,1,01/01/2019,6,1,1,1,9,3,3,2,3
429149,431736,2,01/01/2019,6,1,4,1,1,1,2,1,45
428760,432723,2,02/01/2019,3,1,1,1,1,1,2,1,44
431451,435823,1,02/01/2019,6,1,4,1,9,3,3,1,16
427555,433891,2,03/01/2019,6,1,1,1,9,1,3,2,38
420066,445481,2,03/01/2019,6,1,1,1,5,1,2,1,35
420066,445481,2,03/01/2019,6,1,1,1,5,2,3,2,37
427140,437363,3,03/01/2019,3,1,1,1,19,1,3,1,28
427140,437363,3,03/01/2019,3,1,1,1,19,2,3,1,32
427140,437363,3,03/01/2019,3,1,1,1,9,1,3,2,46
430783,438603,2,04/01/2019,6,1,1,1,9,1,3,1,69
430783,438603,2,04/01/2019,6,1,1,1,9,2,3,2,69
420015,445436,2,04/01/2019,3,1,4,1,3,1,2,1,20
432347,430836,2,07/01/2019,6,1,6,1,1,1,3,1,25
422786,434721,1,07/01/2019,4,1,1,1,9,3,3,2,23
434118,445048,2,07/01/2019,6,2,1,5,9,2,3,2,53
425491,432085,1,07/01/2019,6,9,1,9,8,2,2,2,28
430549,432911,1,07/01/2019,6,1,4,1,9,3,2,2,21
429558,431566,2,08/01/2019,6,1,1,1,1,1,3,1,32
427216,444133,1,08/01/2019,6,1,1,1,9,1,3,2,58
430787,433346,2,08/01/2019,3,1,1,1,8,1,3,1,32
430787,433346,2,08/01/2019,3,1,1,1,8,2,3,1,28
430787,433346,2,08/01/2019,3,1,1,1,9,1,3,2,39
430398,433300,2,08/01/2019,6,1,1,1,11,2,3,2,79
428128,432795,1,08/01/2019,4,1,4,1,9,3,3,1,58
429858,432972,2,09/01/2019,6,1,4,1,1,1,3,1,39
426664,431789,2,09/01/2019,3,1,4,1,9,1,3,1,29
435931,436473,2,10/01/2019,3,1,1,1,9,1,3,2,29
435931,436473,2,10/01/2019,3,1,1,1,9,2,3,2,23
431468,432543,2,10/01/2019,3,1,1,1,9,2,3,2,21
431468,432543,2,10/01/2019,3,1,1,1,9,1,3,2,39
418989,444837,2,10/01/2019,3,2,1,1,1,1,2,2,20
419724,437029,2,10/01/2019,6,1,4,1,1,1,2,1,43
429705,431847,2,11/01/2019,6,1,4,1,9,1,3,2,73
429392,431357,2,11/01/2019,6,1,4,1,2,1,2,1,17
431234,435814,2,12/01/2019,6,1,1,1,9,1,3,2,32
430836,435427,2,12/01/2019,6,1,4,1,9,1,3,2,23
430836,435427,2,12/01/2019,6,1,4,1,9,2,3,2,20
428934,429852,2,12/01/2019,3,1,4,1,9,2,3,2,36
428934,429852,2,12/01/2019,3,1,4,1,9,1,3,1,45
424551,433074,2,13/01/2019,6,2,1,1,1,1,2,2,37
428628,433188,2,13/01/2019,3,1,4,1,9,1,3,1,38
420559,437109,2,14/01/2019,3,2,1,1,9,1,3,2,40
420559,437109,2,14/01/2019,3,2,1,1,9,1,3,2,47
422203,433911,1,16/01/2019,4,1,1,1,9,3,3,2,67
430480,433823,1,14/01/2019,6,1,4,1,9,3,2,1,34
419782,434064,2,14/01/2019,3,1,4,1,9,1,3,1,26
431120,430172,1,14/01/2019,6,1,4,1,8,2,3,2,23
429482,431195,1,16/01/2019,6,2,1,1,9,3,3,2,10
431908,437322,3,15/01/2019,6,1,1,1,9,1,3,2,27
431908,437322,3,15/01/2019,6,1,1,1,9,1,3,2,64
428513,433058,2,15/01/2019,4,1,1,1,9,1,3,2,29
431131,431414,2,15/01/2019,6,1,4,1,9,1,2,1,35
431131,431414,2,15/01/2019,6,1,4,1,9,1,2,1,72
431131,431414,2,15/01/2019,6,1,4,1,9,2,2,2,73
428249,434452,2,15/01/2019,6,1,4,1,9,2,3,2,33
427457,435882,2,15/01/2019,6,1,4,1,9,1,3,1,20
426144,437228,2,16/01/2019,6,2,1,2,9,1,3,2,38
431269,445730,2,16/01/2019,3,1,1,1,9,1,3,1,52
431269,445730,2,16/01/2019,3,1,1,1,9,1,3,1,60
430088,431277,2,16/01/2019,3,1,4,1,9,1,3,1,27
430067,434407,2,16/01/2019,2,1,4,1,9,1,3,2,28
432212,434654,1,17/01/2019,6,1,1,1,9,3,3,1,11
429203,433634,2,16/01/2019,3,1,7,1,9,1,2,2,57
434842,428545,2,17/01/2019,6,1,4,1,3,1,3,1,25
428670,432833,1,18/01/2019,6,2,1,1,3,1,3,1,17
426901,439315,2,18/01/2019,3,2,1,1,1,1,3,1,35
436909,433709,1,18/01/2019,3,1,1,1,9,3,2,1,81
433450,434055,1,18/01/2019,3,1,1,1,9,3,3,1,12
431037,428655,1,18/01/2019,6,2,4,3,9,1,3,1,46
442987,431602,1,18/01/2019,3,2,4,1,9,1,2,1,30
434471,434398,1,19/01/2019,3,2,1,1,11,3,2,2,12
420364,444894,1,19/01/2019,6,2,1,8,9,3,3,2,49
426284,435584,2,19/01/2019,3,2,4,1,9,1,3,2,72
429902,436616,2,19/01/2019,4,1,4,1,9,1,3,1,76
428969,435476,1,19/01/2019,6,1,4,1,9,3,2,2,27
432961,429594,1,21/01/2019,1,2,4,1,9,1,3,1,78
431568,433623,5,21/01/2019,3,1,1,1,9,1,3,1,56
431568,433623,5,21/01/2019,3,1,1,1,9,2,3,1,59
425031,425763,2,21/01/2019,6,2,1,1,9,1,2,1,20
425031,425763,2,21/01/2019,6,2,1,1,9,1,3,1,22
430178,433925,1,21/01/2019,6,1,1,1,20,3,2,1,81
434620,438143,1,21/01/2019,3,2,4,1,9,1,3,2,57
425374,435317,1,22/01/2019,6,4,4,1,3,1,3,1,20
429944,425105,1,22/01/2019,6,1,1,1,3,1,3,2,39
431467,430207,2,22/01/2019,6,1,1,1,9,1,3,2,36
432686,435009,1,22/01/2019,6,1,1,1,9,3,3,1,10
440330,449423,2,22/01/2019,4,1,1,1,9,3,3,2,11
427616,434515,2,22/01/2019,3,2,1,1,3,1,3,1,34
440756,445994,2,23/01/2019,2,1,1,1,9,1,3,2,19
440756,445994,2,23/01/2019,2,1,1,1,9,1,3,1,42
429085,430838,2,23/01/2019,6,1,1,1,1,1,3,1,32
430266,433741,2,23/01/2019,6,1,1,1,11,2,3,2,30
430241,437021,2,23/01/2019,6,2,1,1,9,1,3,1,74
430241,437021,2,23/01/2019,6,2,1,1,9,2,3,2,23
440388,433288,1,23/01/2019,6,1,1,1,9,3,1,2,70
429224,439710,2,23/01/2019,6,1,1,1,9,1,3,2,51
427536,434491,2,23/01/2019,6,2,4,1,1,1,1,1,46
429958,432509,2,22/01/2019,6,1,4,1,9,1,3,1,24
420465,440180,2,25/01/2019,3,2,4,1,9,1,3,2,28
420465,440180,2,25/01/2019,3,2,4,1,8,1,3,1,38
426361,433366,2,24/01/2019,6,2,4,1,9,1,3,1,44
426361,433366,2,24/01/2019,6,2,4,1,9,1,3,2,34
426361,433366,2,24/01/2019,6,2,4,1,9,2,3,1,12
426361,433366,2,24/01/2019,6,2,4,1,9,2,3,2,8
426361,433366,2,24/01/2019,6,2,4,1,9,2,3,2,5
428963,435460,2,23/01/2019,3,1,4,1,9,1,3,2,56
431536,430548,3,24/01/2019,1,2,4,1,9,1,3,2,22
431536,430548,3,24/01/2019,1,2,4,1,9,1,3,1,25
427399,433352,1,24/01/2019,6,2,4,2,9,3,3,2,10
429600,434248,1,25/01/2019,6,1,6,1,9,3,3,2,51
426992,437455,2,25/01/2019,3,2,1,1,1,1,3,2,31
422310,443627,2,25/01/2019,6,1,1,1,9,1,2,2,28
436590,433969,2,25/01/2019,6,1,1,1,9,1,3,1,48
436590,433969,2,25/01/2019,6,1,1,1,9,2,3,2,46
424562,435641,2,25/01/2019,6,2,1,1,1,1,3,1,17
426347,427606,2,25/01/2019,6,1,1,1,1,1,3,1,60
430743,434737,2,25/01/2019,6,1,1,1,1,1,2,1,33
431726,432862,2,25/01/2019,6,1,4,1,9,1,3,1,45
429774,430608,3,25/01/2019,3,2,4,1,9,1,3,1,45
429774,430608,3,25/01/2019,3,2,4,1,9,1,3,2,21
428523,432066,3,25/01/2019,3,2,4,1,9,1,3,2,24
430351,438561,2,25/01/2019,3,1,5,1,9,1,3,2,54
430319,433871,2,26/01/2019,6,1,4,1,9,1,3,1,47
431103,434602,2,26/01/2019,6,2,4,1,9,1,3,1,30
431103,434602,2,26/01/2019,6,2,4,1,9,2,3,1,33
431103,434602,2,26/01/2019,6,2,4,1,9,2,3,2,32
431103,434602,2,26/01/2019,6,2,4,1,9,2,3,1,30
431103,434602,2,26/01/2019,6,2,4,1,9,2,3,2,32
430101,432870,2,27/01/2019,6,1,4,1,9,1,3,1,47
432458,433330,1,27/01/2019,6,1,1,1,8,2,3,2,24
431832,434992,2,27/01/2019,6,1,7,1,9,2,3,2,19
431832,434992,2,27/01/2019,6,1,7,1,9,2,3,2,18
429038,429932,2,28/01/2019,6,2,4,1,5,1,2,1,53
433318,441770,2,28/01/2019,6,4,1,1,9,1,3,2,22
426234,438111,2,28/01/2019,6,1,1,1,9,1,3,1,52
426234,438111,2,28/01/2019,6,1,1,1,9,1,3,2,40
431422,434086,1,28/01/2019,6,1,1,1,9,3,3,1,15
428503,426411,3,28/01/2019,1,1,4,1,9,1,3,1,36
428503,426411,3,28/01/2019,1,1,4,1,9,1,3,1,22
428503,426411,3,28/01/2019,1,1,4,1,9,1,3,1,43
428396,428922,2,28/01/2019,3,1,1,1,9,1,3,1,47
431715,434630,1,28/01/2019,6,1,1,1,8,3,3,2,62
442100,434633,2,29/01/2019,3,2,1,1,1,1,2,1,74
429144,432009,1,29/01/2019,6,2,1,1,9,3,3,2,4
425353,435934,2,29/01/2019,6,1,4,1,9,1,3,2,35
425353,435934,2,29/01/2019,6,1,4,1,9,3,3,2,42
423620,440616,1,30/01/2019,6,1,1,1,9,3,3,2,39
423620,440616,1,30/01/2019,6,1,1,1,9,3,3,1,44
433087,435615,2,30/01/2019,6,1,1,1,22,1,3,2,11
424127,428193,3,30/01/2019,3,1,1,1,9,1,3,1,45
430285,434323,3,30/01/2019,2,2,4,1,9,1,3,1,28
432052,425605,2,30/01/2019,1,2,4,1,9,1,3,1,51
420894,434451,2,31/01/2019,3,4,1,1,9,1,3,2,39
417424,441806,2,01/02/2019,6,3,1,3,9,1,3,1,72
434169,436127,4,01/02/2019,6,1,1,1,9,1,3,1,29
434169,436127,4,01/02/2019,6,1,1,1,9,2,3,2,88
433113,434027,2,01/02/2019,4,2,4,1,9,2,3,2,22
428539,434634,2,31/01/2019,6,1,4,1,9,1,3,2,27
421481,434418,2,02/02/2019,4,3,1,1,9,1,3,1,35
431082,433729,2,02/02/2019,2,1,1,1,9,2,1,2,77
431082,433729,2,02/02/2019,2,1,1,1,9,2,3,2,51
431082,433729,2,02/02/2019,2,1,1,1,9,1,3,1,71
426901,439315,2,02/02/2019,6,1,1,1,9,1,3,2,31
426901,439315,2,02/02/2019,6,1,1,1,9,1,3,1,42
426512,427195,2,01/02/2019,6,1,1,1,9,1,3,2,20
426512,427195,2,01/02/2019,6,1,1,1,9,2,3,2,30
425552,427914,2,02/02/2019,3,1,1,1,9,2,3,2,33
427448,432585,1,02/02/2019,6,2,1,1,9,3,2,1,63
432631,434576,1,02/02/2019,6,4,4,1,9,3,3,1,43
426929,429269,3,02/02/2019,3,4,4,1,9,2,2,1,21
429991,434152,2,02/02/2019,6,2,4,1,1,1,3,1,27
436022,434828,1,02/02/2019,6,4,4,1,9,3,2,1,16
430787,433346,2,04/02/2019,3,1,1,1,8,1,3,1,62
430787,433346,2,04/02/2019,3,1,1,1,8,2,3,2,45
430787,433346,2,04/02/2019,3,1,1,1,9,1,3,1,50
430787,433346,2,04/02/2019,3,1,1,1,9,2,3,2,2
430973,439006,3,04/02/2019,6,1,1,1,19,1,3,1,49
434451,436311,1,04/02/2019,6,1,1,1,9,3,3,1,11
441913,430132,2,04/02/2019,6,2,1,1,3,1,3,1,19
429148,431754,2,04/02/2019,6,1,4,1,9,2,3,1,1
433438,435500,1,04/02/2019,6,2,4,1,9,3,2,2,34
428926,433413,2,04/02/2019,3,1,4,1,9,1,3,2,26
421304,445760,1,05/02/2019,6,2,5,7,9,1,3,2,31
434816,435321,2,04/02/2019,6,1,1,1,9,1,3,1,48
430445,433458,2,05/02/2019,6,1,1,1,19,2,3,1,39
427914,441536,2,05/02/2019,6,2,6,2,9,1,3,1,40
427914,441536,2,05/02/2019,6,2,6,2,9,1,3,2,23
427745,436450,1,05/02/2019,3,2,4,2,9,3,2,1,21
429135,433853,1,06/02/2019,6,2,4,2,9,3,3,2,19
440866,428472,1,06/02/2019,6,2,1,1,9,3,2,1,8
429099,433513,2,06/02/2019,6,1,4,1,8,1,3,1,46
430469,437076,1,06/02/2019,6,1,1,1,19,3,3,2,51
429143,431739,1,07/02/2019,6,2,4,5,9,3,3,1,26
440472,448377,1,08/02/2019,4,2,1,1,9,3,3,2,58
434375,428565,2,08/02/2019,6,2,4,2,9,1,3,1,23
434375,428565,2,08/02/2019,6,2,4,2,9,2,3,2,44
430437,434393,2,08/02/2019,6,1,4,4,9,1,3,2,24
430437,434393,2,08/02/2019,6,1,4,4,9,2,3,1,14
430437,434393,2,08/02/2019,6,1,4,4,3,1,3,1,26
444752,432211,1,08/02/2019,6,1,6,1,3,1,2,1,15
430413,434264,2,08/02/2019,6,1,4,1,9,1,3,2,28
415909,442021,2,09/02/2019,6,1,1,1,9,2,1,1,52
415909,442021,2,09/02/2019,6,1,1,1,9,2,2,1,50
415909,442021,2,09/02/2019,6,1,1,1,9,1,3,1,47
428516,431824,5,09/02/2019,3,1,1,1,9,1,3,2,32
428516,431824,5,09/02/2019,3,1,1,1,9,1,3,2,48
423492,431856,1,09/02/2019,6,2,1,1,9,2,3,2,34
427152,432517,2,04/02/2019,6,2,1,1,9,1,3,2,22
427152,432517,2,04/02/2019,6,2,1,1,9,2,3,2,55
426434,433300,2,29/01/2019,6,2,4,1,1,1,3,1,42
431074,430365,2,03/03/2019,6,1,1,1,1,1,3,1,34
440879,445707,1,10/02/2019,3,1,1,1,4,1,2,2,54
436017,436581,1,10/02/2019,3,2,1,1,9,3,2,2,51
425084,427379,3,11/02/2019,3,2,1,1,3,1,1,1,17
433114,434024,2,11/02/2019,4,1,1,1,9,1,3,1,46
438952,431553,2,08/02/2019,6,2,1,1,3,1,3,1,50
432428,426182,2,11/02/2019,1,1,1,1,19,1,3,1,46
432428,426182,2,11/02/2019,1,1,1,1,21,1,3,1,46
427271,437142,2,11/02/2019,6,1,4,1,1,1,3,1,43
432180,434626,2,11/02/2019,6,1,1,1,1,1,3,1,27
423025,437668,2,11/02/2019,3,1,4,1,8,1,3,1,36
423025,437668,2,11/02/2019,3,1,4,1,8,1,3,1,32
430788,433346,2,12/02/2019,3,1,1,1,9,1,3,2,38
427036,432779,1,12/02/2019,6,1,1,1,3,2,3,1,23
437044,438288,2,12/02/2019,6,1,4,1,9,1,3,1,25
429531,440826,2,13/02/2019,6,1,1,1,9,1,3,1,49
430749,438894,2,13/02/2019,6,1,1,1,1,1,3,2,22
431803,435597,1,13/02/2019,3,1,4,1,9,3,3,2,42
428438,435044,1,13/02/2019,6,1,4,1,9,3,3,1,62
428961,429307,1,14/02/2019,6,1,1,1,9,1,3,1,26
440557,426187,2,14/02/2019,3,1,1,1,1,1,2,1,44
428048,431116,2,14/02/2019,6,1,1,1,9,2,3,2,12
433808,434630,1,14/02/2019,6,1,1,1,9,3,3,1,78
430129,432175,2,15/02/2019,6,1,1,1,19,1,3,1,42
430129,432175,2,15/02/2019,6,1,1,1,9,1,3,1,47
428987,432348,3,15/02/2019,6,1,1,1,3,1,3,1,27
428530,431241,2,15/02/2019,6,1,1,1,9,1,3,2,55
432905,436748,2,15/02/2019,6,1,7,1,1,1,2,1,44
429514,427230,1,16/02/2019,6,1,4,1,9,3,3,2,10
429514,427230,1,16/02/2019,6,1,4,1,9,3,3,2,5
418098,445930,1,17/02/2019,3,1,6,1,9,1,3,1,20
418098,445930,1,17/02/2019,3,1,6,1,9,2,2,1,21
432561,433800,2,17/02/2019,3,1,1,1,9,1,3,2,45
432561,433800,2,17/02/2019,3,1,1,1,20,1,2,1,35
431188,431464,3,17/02/2019,6,1,1,1,9,1,3,2,43
428135,435423,2,17/02/2019,6,1,1,1,9,1,3,2,29
436751,425924,1,18/02/2019,1,2,6,1,9,1,3,2,32
429063,435350,1,18/02/2019,6,1,1,1,5,3,2,2,19
430797,433291,3,18/02/2019,6,1,4,1,1,1,3,1,22
435222,438960,2,19/02/2019,3,1,1,1,9,1,3,1,22
435222,438960,2,19/02/2019,3,1,1,1,9,2,3,2,19
435222,438960,2,19/02/2019,3,1,1,1,9,1,3,2,58
435222,438960,2,19/02/2019,3,1,1,1,9,2,3,1,82
427479,436685,2,19/02/2019,6,1,4,1,9,1,3,1,35
430358,424163,2,19/02/2019,1,1,1,1,9,1,3,2,46
429912,436614,1,20/02/2019,6,1,1,1,9,3,3,2,68
428003,426413,2,20/02/2019,1,1,4,1,9,1,3,2,33
430478,435596,2,20/02/2019,6,1,4,1,1,1,3,1,17
428795,435572,1,20/02/2019,3,1,4,1,9,3,2,1,30
431056,431252,1,21/02/2019,6,1,1,1,9,1,3,1,23
432114,435381,2,21/02/2019,4,1,1,1,9,1,3,1,62
425393,433052,1,21/02/2019,6,1,1,1,2,1,2,1,15
426838,439912,1,21/02/2019,6,1,1,1,9,3,2,2,78
437794,432381,3,21/02/2019,1,1,5,1,9,1,3,1,49
437794,432381,3,21/02/2019,1,1,5,1,9,1,3,2,26
432734,427498,2,22/02/2019,6,1,4,1,3,2,1,1,23
422702,428717,1,22/02/2019,6,1,1,1,9,3,3,1,17
434758,429113,1,22/02/2019,3,1,1,1,5,3,3,1,15
430245,433222,1,23/02/2019,6,1,4,1,9,3,3,1,25
430433,437754,2,23/02/2019,6,1,4,1,1,1,3,1,26
423016,437653,2,23/02/2019,3,1,1,1,9,1,3,1,89
430294,428129,1,23/02/2019,6,1,1,1,9,3,3,2,15
430868,434204,1,23/02/2019,6,1,4,1,9,3,2,1,22
427505,425503,1,23/02/2019,3,1,4,1,9,3,1,1,40
430954,435789,2,23/02/2019,6,1,7,1,8,2,3,1,48
436511,434029,3,24/02/2019,3,1,1,1,9,1,3,2,29
430801,435342,2,24/02/2019,6,1,1,1,1,1,2,1,22
426736,433318,2,25/02/2019,6,1,1,1,9,1,3,1,57
426736,433318,2,25/02/2019,6,1,1,1,9,2,3,2,25
431970,437047,2,25/02/2019,6,1,1,1,9,1,3,1,71
428098,436745,1,25/02/2019,6,1,1,1,8,3,3,2,29
415909,442020,3,26/02/2019,6,1,1,1,9,2,2,2,71
428719,435615,2,26/02/2019,3,1,1,1,9,1,3,2,19
428719,435615,2,26/02/2019,3,1,1,1,1,1,3,1,19
430878,434256,2,27/02/2019,3,1,1,1,1,1,2,1,44
442527,442541,2,27/02/2019,6,1,1,1,3,1,2,1,25
427016,440295,2,27/02/2019,3,1,1,1,9,1,3,1,24
427016,440295,2,27/02/2019,3,1,1,1,9,1,1,2,80
425716,428493,2,27/02/2019,6,1,1,1,1,1,3,1,16
430188,431000,1,27/02/2019,6,1,4,1,9,3,2,1,10
437585,432318,1,28/02/2019,6,1,6,1,9,1,3,2,24
437585,432318,1,28/02/2019,6,1,6,1,9,2,2,2,25
430421,431782,2,28/02/2019,1,1,1,1,9,1,3,1,36
430421,431782,2,28/02/2019,1,1,1,1,9,1,3,2,56
433637,429795,1,28/02/2019,1,1,1,1,9,3,1,1,36
427506,426314,2,28/02/2019,1,1,1,1,9,1,3,1,20
433819,434044,2,28/02/2019,3,1,1,1,1,1,3,1,32
430900,430553,2,01/03/2019,1,1,1,1,5,1,2,1,40
430519,424291,2,01/03/2019,1,1,1,1,9,1,3,2,48
430519,424291,2,01/03/2019,1,1,1,1,9,2,3,2,26
427519,434866,1,01/03/2019,6,1,1,1,11,3,3,1,23
428986,431151,3,01/03/2019,6,1,1,1,9,1,3,2,46
435094,434724,2,01/03/2019,3,1,1,1,5,1,1,1,29
430234,435114,2,01/03/2019,6,1,1,1,3,1,3,1,18
435158,435027,2,01/03/2019,6,1,1,1,1,1,3,2,12
431619,426413,3,01/03/2019,1,1,4,1,9,2,3,2,22
431619,426413,3,01/03/2019,1,1,4,1,9,1,3,2,60
428994,435421,1,02/03/2019,3,2,4,1,8,3,2,1,19
429886,432365,2,15/02/2019,3,1,1,1,9,2,3,2,78
430373,424207,1,02/03/2019,1,1,1,1,9,1,3,2,67
434067,435142,2,02/03/2019,6,2,4,2,9,1,3,2,37
434067,435142,2,02/03/2019,6,2,4,2,9,2,3,1,31
422029,434307,1,02/03/2019,4,1,4,1,8,2,3,2,42
429917,438280,2,02/03/2019,6,2,4,2,1,1,3,1,23
427949,433624,2,02/03/2019,3,1,4,1,9,1,3,1,23
428654,434879,1,03/03/2019,6,2,1,2,4,1,2,1,21
435734,436024,2,04/03/2019,6,1,1,1,2,1,3,1,16
426270,435581,1,04/03/2019,4,2,1,1,8,2,3,1,22
426270,435581,1,04/03/2019,4,2,1,1,8,2,3,2,24
429769,437048,2,05/03/2019,6,1,1,1,1,1,2,1,34
423827,437742,2,05/03/2019,6,1,1,1,9,1,3,2,35
441096,433571,2,05/03/2019,6,1,1,1,9,1,2,1,61
441096,433571,2,05/03/2019,6,1,1,1,9,1,3,1,30
418304,441344,2,05/03/2019,3,1,1,1,9,1,3,1,25
429482,430242,1,05/03/2019,3,1,1,1,9,3,2,2,68
430538,431515,2,05/03/2019,1,1,1,1,9,1,3,1,41
430538,431515,2,05/03/2019,1,1,1,1,9,1,3,1,58
430491,435237,2,05/03/2019,3,1,4,1,9,1,3,2,26
430377,433554,1,06/03/2019,6,2,4,2,9,2,3,2,30
440976,447851,2,06/03/2019,2,1,1,1,9,1,2,1,49
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,27
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,63
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,27
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,48
440976,447851,2,06/03/2019,2,1,1,1,9,1,2,1,33
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,32
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,26
440976,447851,2,06/03/2019,2,1,1,1,9,2,3,1,41
435035,433250,2,06/03/2019,6,1,1,1,9,1,3,1,82
421874,435486,1,06/03/2019,6,1,1,1,9,3,3,1,51
432241,426277,2,06/03/2019,1,2,4,1,9,1,3,1,20
432241,426277,2,06/03/2019,1,2,4,1,9,2,3,1,19
427485,437002,1,06/03/2019,3,1,4,1,9,3,3,1,20
430596,434563,2,06/03/2019,6,1,4,1,1,1,3,1,19
429273,430096,2,07/03/2019,6,2,1,2,1,1,2,1,31
426975,431791,2,07/03/2019,3,1,1,1,1,1,3,1,51
429773,433632,1,07/03/2019,6,1,1,1,8,3,3,2,26
429773,427933,2,08/03/2019,6,2,1,1,3,1,3,1,41
428520,426431,3,08/03/2019,2,1,1,1,9,1,3,2,54
419569,441597,2,08/03/2019,3,1,1,1,9,2,3,1,92
419569,441597,2,08/03/2019,3,1,1,1,9,1,3,2,62
429849,438428,2,08/03/2019,6,2,1,2,9,1,3,1,36
427558,424520,2,08/03/2019,6,2,4,2,9,1,3,1,28
427558,424520,2,08/03/2019,6,2,4,2,9,2,3,1,37
424243,432741,1,09/03/2019,4,2,4,1,9,2,3,2,17
424243,432741,1,09/03/2019,4,2,4,1,9,2,3,2,17
428098,434516,2,09/03/2019,6,2,1,5,9,1,3,2,29
429369,431984,2,09/03/2019,1,1,1,1,9,1,3,1,29
429369,431984,2,09/03/2019,1,1,1,1,9,2,3,2,28
429369,431984,2,09/03/2019,1,1,1,1,9,2,3,1,9
430325,425098,3,09/03/2019,3,1,1,1,9,1,3,2,27
430325,425098,3,09/03/2019,3,1,1,1,9,1,3,2,55
430325,425098,3,09/03/2019,3,1,1,1,9,1,3,2,58
424352,427938,2,09/03/2019,1,1,4,1,9,1,3,2,29
424352,427938,2,09/03/2019,1,1,4,1,9,2,3,2,25
426793,432962,1,10/03/2019,6,2,4,2,9,2,2,1,24
426793,432962,1,10/03/2019,6,2,4,2,9,2,2,2,18
424681,438797,1,10/03/2019,6,2,4,2,9,3,3,1,34
436933,436354,2,10/03/2019,6,2,4,6,3,1,3,1,17
428588,434755,1,11/03/2019,6,1,1,1,9,3,3,2,75
426860,440084,1,21/01/2019,6,1,4,1,9,3,2,2,84
433585,435757,2,12/03/2019,6,1,1,1,9,2,3,2,6
425056,433371,2,12/03/2019,4,2,1,2,9,1,3,1,21
431797,431381,2,12/03/2019,3,2,1,2,2,1,3,2,26
430646,434664,2,12/03/2019,3,1,1,1,9,2,3,2,25
428476,425844,2,03/12/2019,3,1,7,1,9,1,3,2,53
425430,440289,3,12/03/2019,6,2,1,5,5,1,2,1,21
430740,434684,1,12/03/2019,6,2,1,4,11,3,3,1,28
434620,441231,2,13/03/2019,6,2,1,4,9,1,3,2,19
434620,441231,2,13/03/2019,6,2,1,4,19,1,3,1,36
432063,427598,2,13/03/2019,1,2,1,4,9,1,3,1,69
428301,434132,3,07/03/2019,3,1,1,1,9,1,3,1,25
423163,434663,1,13/03/2019,3,1,4,1,9,1,3,1,24
429862,426401,3,13/03/2019,1,2,4,5,19,1,3,1,52
431144,436258,2,14/03/2019,6,1,1,1,9,1,3,1,51
431520,426436,2,14/03/2019,1,1,1,1,9,1,3,1,34
425374,435317,2,14/03/2019,6,1,1,4,1,1,3,1,21
432635,428506,3,14/03/2019,3,1,1,4,9,1,3,1,51
428522,435686,2,15/03/2019,6,2,1,1,1,1,3,2,26
436149,434890,2,15/03/2019,3,1,1,1,9,2,3,1,24
429617,433434,1,15/03/2019,6,1,1,1,19,3,3,2,54
424993,432939,1,15/03/2019,6,1,1,4,9,3,3,2,12
424121,428200,2,15/03/2019,3,2,1,4,9,2,3,1,8
428859,430974,2,16/03/2019,5,2,1,5,9,2,3,1,28
429719,433500,1,16/03/2019,6,1,1,1,8,3,3,2,26
420081,435349,2,16/03/2019,6,2,1,5,9,1,3,2,37
429653,432931,2,16/03/2019,6,1,7,1,8,2,3,1,50
431482,435007,2,18/03/2019,6,1,1,1,9,1,3,2,29
419473,445032,2,18/03/2019,3,1,1,1,1,1,3,2,34
428403,435451,2,22/03/2019,6,1,1,1,1,1,3,1,36
432075,426273,2,19/03/2019,1,1,1,1,9,1,3,1,62
425967,429204,3,20/03/2019,1,1,1,1,9,1,3,1,24
421516,433599,2,20/03/2019,6,1,1,1,1,1,2,1,35
428066,434831,1,20/03/2019,6,1,1,1,9,3,3,1,10
438295,432225,2,08/03/2019,6,1,1,1,9,1,3,1,36
438295,432225,2,08/03/2019,6,1,1,1,9,2,3,2,12
438295,432225,2,08/03/2019,6,1,1,1,9,2,3,2,9
438295,432225,2,08/03/2019,6,1,1,1,9,2,3,2,7
432891,430263,2,20/03/2019,4,1,1,1,9,2,3,2,45
431050,445636,1,20/03/2019,3,1,1,1,9,2,2,1,89
431050,445636,1,20/03/2019,3,1,1,1,9,1,3,1,61
